Passenger_Id,pclass,sex,age,sibsp,parch,fare,survived
1108,2nd,male,46.0,0,0,26.0,0
1257,1st,female,33.0,0,0,151.55,1
723,1st,female,,0,1,55.0,1
207,3rd,female,30.0,1,1,24.15,0
1083,3rd,male,1.0,1,2,20.575,1
305,3rd,male,28.0,0,0,7.25,0
335,3rd,male,39.0,0,0,7.925,1
538,3rd,female,31.0,1,1,20.525,1
1007,2nd,female,42.0,0,0,13.0,1
879,2nd,female,,0,0,21.0,0
1182,3rd,male,21.0,0,0,7.775,0
993,3rd,female,,0,0,8.05,1
867,3rd,female,27.0,0,0,7.8792,0
507,1st,female,43.0,1,0,55.4417,1
258,2nd,female,29.0,0,0,10.5,1
581,3rd,female,23.0,0,0,8.6625,0
572,2nd,female,0.9167,1,2,27.75,1
135,1st,male,55.0,0,0,50.0,0
985,3rd,male,21.0,0,0,16.1,0
80,2nd,male,,0,0,13.8625,1
117,1st,female,24.0,0,0,69.3,1
437,1st,male,65.0,0,0,26.55,0
348,1st,female,23.0,1,0,113.275,1
484,1st,female,38.0,0,0,227.525,1
578,1st,female,54.0,1,1,81.8583,1
1224,3rd,male,34.0,1,1,14.4,0
915,1st,male,46.0,0,0,79.2,0
834,1st,female,22.0,0,2,49.5,1
930,3rd,male,49.0,0,0,0.0,0
653,3rd,male,,0,0,7.75,0
1125,3rd,male,32.0,0,0,22.525,0
858,3rd,male,26.0,0,0,7.8792,0
950,3rd,female,,8,2,69.55,0
1280,1st,male,42.0,1,0,52.0,0
529,1st,male,48.0,1,0,52.0,1
838,1st,female,21.0,2,2,262.375,1
526,3rd,male,33.0,0,0,7.8958,0
304,1st,male,39.0,1,0,71.2833,0
1085,3rd,male,40.0,0,0,7.225,0
694,1st,male,46.0,1,0,61.175,0
1138,2nd,male,3.0,1,1,18.75,1
188,1st,male,,0,0,0.0,0
191,2nd,male,24.0,0,0,13.0,0
27,1st,male,33.0,0,0,5.0,0
927,2nd,male,22.0,2,0,31.5,0
32,3rd,female,41.0,0,5,39.6875,0
246,1st,male,23.0,0,0,93.5,0
379,3rd,male,38.0,0,0,7.05,0
254,2nd,female,24.0,1,2,65.0,1
680,3rd,female,28.0,0,0,7.775,0
1271,3rd,male,10.0,4,1,29.125,0
1105,2nd,female,54.0,1,3,23.0,1
1059,3rd,male,26.0,0,0,7.8958,0
222,3rd,female,24.0,0,0,7.75,1
829,3rd,male,21.0,0,0,8.6625,0
198,3rd,female,33.0,3,0,15.85,1
700,3rd,male,,0,0,8.1125,1
57,3rd,male,21.0,0,0,7.8,0
427,2nd,male,31.0,1,1,26.25,0
312,2nd,male,21.0,0,0,11.5,0
771,1st,female,31.0,1,0,113.275,1
16,1st,female,32.0,0,0,76.2917,1
667,1st,female,43.0,0,1,211.3375,1
742,1st,female,14.0,1,2,120.0,1
36,3rd,male,24.0,0,0,7.55,1
20,1st,male,19.0,1,0,53.1,0
445,1st,female,,0,0,31.6833,1
129,1st,male,46.0,0,0,75.2417,0
334,3rd,male,27.0,0,0,8.6625,1
1071,2nd,female,34.0,0,1,23.0,1
1013,3rd,male,35.0,0,0,8.05,0
241,3rd,female,24.0,0,3,19.2583,1
326,1st,female,38.0,1,0,71.2833,1
1100,3rd,male,23.0,0,0,9.225,0
1003,3rd,male,,0,0,7.25,0
111,2nd,male,28.0,0,0,13.0,0
1047,1st,male,26.0,0,0,30.0,1
147,3rd,male,27.0,1,0,14.4542,0
192,1st,female,16.0,0,1,57.9792,1
1063,1st,female,58.0,0,0,26.55,1
465,3rd,male,,0,0,8.05,0
37,3rd,male,39.0,0,2,7.2292,0
553,3rd,male,,1,0,7.75,0
1227,3rd,male,60.5,0,0,,0
984,1st,female,21.0,0,0,26.55,1
712,3rd,female,22.0,0,0,7.725,1
1183,1st,male,,0,0,52.0,0
273,2nd,male,51.0,0,0,12.525,0
30,2nd,male,21.0,1,0,11.5,0
967,1st,female,38.0,0,0,80.0,1
268,1st,male,80.0,0,0,30.0,1
577,3rd,female,29.0,0,2,15.2458,1
1012,2nd,female,45.0,0,0,13.5,1
357,2nd,male,40.0,0,0,16.0,0
363,3rd,male,28.0,0,0,9.5,0
1036,1st,female,30.0,0,0,86.5,1
162,2nd,male,26.0,0,0,13.0,0
1146,3rd,male,42.0,0,0,8.6625,0
466,3rd,female,2.0,0,1,10.4625,0
1127,1st,male,52.0,1,1,79.65,0
201,1st,female,35.0,1,0,90.0,1
888,3rd,male,26.5,0,0,7.225,0
356,3rd,male,20.0,0,0,7.05,0
385,3rd,male,,0,0,7.225,0
108,3rd,female,5.0,4,2,31.3875,1
29,3rd,male,26.0,0,0,18.7875,1
1259,3rd,female,1.0,0,2,15.7417,1
1,3rd,male,39.0,1,5,31.275,0
337,2nd,female,18.0,0,2,13.0,1
543,1st,male,50.0,2,0,133.65,1
1179,3rd,male,6.0,3,1,21.075,0
580,3rd,female,38.0,1,5,31.3875,1
614,3rd,male,31.0,0,0,7.75,0
849,3rd,female,,1,2,23.45,0
784,3rd,male,5.0,4,2,31.3875,0
314,3rd,male,21.0,0,0,8.05,0
731,1st,male,54.0,0,1,77.2875,0
426,3rd,male,38.0,0,0,8.6625,0
510,3rd,male,34.0,0,0,6.4958,0
286,1st,male,,0,0,0.0,0
233,3rd,male,51.0,0,0,8.05,0
1207,3rd,male,0.75,1,1,13.775,0
424,2nd,male,36.5,0,2,26.0,0
627,2nd,male,52.0,0,0,13.0,0
576,3rd,female,,0,0,7.75,1
101,3rd,male,17.0,1,0,7.0542,0
598,3rd,male,28.0,0,0,8.05,0
150,3rd,male,27.0,0,0,8.6625,0
1211,3rd,male,40.5,0,2,14.5,0
457,2nd,female,33.0,0,2,26.0,1
161,1st,male,31.0,0,0,50.4958,0
14,2nd,male,,0,0,15.05,0
1265,2nd,male,54.0,1,0,26.0,0
398,3rd,male,15.0,1,1,7.2292,0
493,3rd,male,,0,0,8.05,0
823,1st,male,50.0,1,0,106.425,0
1122,1st,female,55.0,2,0,25.7,1
857,3rd,male,44.0,0,0,8.05,0
376,3rd,male,55.5,0,0,8.05,0
735,3rd,male,1.0,4,1,39.6875,0
749,1st,male,46.0,0,0,26.0,0
855,3rd,male,,0,0,7.75,0
672,3rd,male,33.0,0,0,7.775,0
338,3rd,male,,0,0,7.75,0
389,1st,female,48.0,0,0,25.9292,1
644,3rd,male,,0,0,7.2292,0
73,2nd,male,25.0,0,0,31.5,0
665,3rd,male,22.0,0,0,8.05,0
485,2nd,male,32.0,0,0,13.0,0
921,3rd,female,20.0,0,0,8.6625,0
1118,3rd,male,7.0,4,1,39.6875,0
151,3rd,male,20.0,0,0,7.8542,0
104,3rd,male,4.0,1,1,11.1333,1
1252,3rd,male,18.0,0,0,7.75,0
383,3rd,female,9.0,1,1,15.2458,0
814,1st,male,50.0,0,0,26.0,0
1264,2nd,male,36.0,1,2,27.75,0
238,2nd,male,30.0,0,0,13.0,0
265,2nd,male,21.0,0,0,73.5,0
662,1st,female,60.0,0,0,76.2917,1
470,1st,male,22.0,0,0,135.6333,0
294,1st,female,33.0,1,0,90.0,1
948,1st,female,21.0,0,0,77.9583,1
1220,3rd,male,19.0,0,0,6.75,0
154,3rd,male,21.0,0,0,7.775,1
447,3rd,male,,0,0,8.05,0
513,1st,female,47.0,1,1,52.5542,1
651,3rd,female,20.0,0,0,7.8542,0
1097,2nd,female,35.0,0,0,21.0,1
535,1st,female,55.0,0,0,27.7208,1
9,3rd,male,26.0,0,0,8.05,0
1038,3rd,male,21.0,0,0,8.05,0
1124,2nd,female,12.0,2,1,39.0,1
49,3rd,male,19.0,0,0,8.05,1
17,3rd,male,,0,0,7.7375,0
1040,3rd,male,31.0,0,0,7.775,0
53,3rd,male,23.0,0,0,7.05,0
1045,3rd,male,,0,0,7.8958,0
583,3rd,male,26.0,0,0,56.4958,1
110,3rd,male,,0,0,9.5,0
205,3rd,female,,1,0,14.4542,0
211,1st,male,42.0,1,0,52.5542,1
738,3rd,female,23.0,0,0,7.925,0
908,3rd,female,22.0,0,0,10.5167,0
1273,1st,female,30.0,0,0,56.9292,1
506,3rd,female,,0,4,25.4667,0
655,2nd,male,19.0,1,1,36.75,0
461,3rd,male,24.0,0,0,9.325,0
416,1st,female,30.0,0,0,31.0,1
280,3rd,male,4.0,4,2,31.275,0
244,3rd,female,,1,0,14.4542,0
647,1st,male,49.0,1,1,110.8833,0
1203,3rd,male,,0,0,7.3125,0
199,3rd,female,,3,1,25.4667,0
890,2nd,female,20.0,0,0,36.75,1
1110,2nd,male,57.0,0,0,12.35,0
295,3rd,male,18.0,0,0,8.6625,0
996,3rd,male,21.0,0,0,7.7958,1
741,3rd,male,42.0,0,1,8.4042,0
406,3rd,male,11.0,0,0,18.7875,0
279,3rd,male,18.0,0,0,8.05,1
874,3rd,female,24.0,1,0,15.85,1
1155,3rd,male,31.0,0,0,7.925,1
643,2nd,male,0.6667,1,1,14.5,1
68,3rd,male,,0,0,8.05,0
974,3rd,male,25.0,0,0,7.225,0
38,3rd,female,,0,0,7.75,1
284,3rd,female,,0,0,7.7333,1
1301,2nd,male,27.0,0,0,13.0,0
1004,1st,male,71.0,0,0,49.5042,0
10,3rd,female,25.0,0,0,7.775,0
548,3rd,female,35.0,0,0,7.75,0
430,3rd,male,50.0,0,0,8.05,0
366,3rd,female,18.0,1,0,17.8,0
539,1st,female,36.0,0,2,71.0,1
1262,1st,female,23.0,0,1,83.1583,1
671,3rd,female,,2,0,23.25,1
388,3rd,female,14.5,1,0,14.4542,0
446,3rd,male,40.0,1,6,46.9,0
1186,2nd,male,36.0,0,0,10.5,0
634,1st,male,21.0,0,1,61.3792,1
945,3rd,male,14.0,4,1,39.6875,0
260,2nd,male,25.0,0,0,13.0,0
963,2nd,female,45.0,1,1,26.25,1
1133,2nd,female,5.0,1,2,27.75,1
779,1st,female,48.0,1,3,262.375,1
444,2nd,female,48.0,0,2,36.75,1
770,2nd,female,31.0,1,1,26.25,1
951,3rd,male,28.0,0,0,7.7958,0
1248,3rd,male,22.0,0,0,7.225,1
515,3rd,female,,0,0,7.75,1
1218,3rd,female,9.0,2,2,34.375,0
956,1st,female,2.0,1,2,151.55,0
168,3rd,female,48.0,1,3,34.375,0
895,3rd,male,,0,0,6.95,0
79,2nd,male,26.0,0,0,13.0,0
1072,1st,female,53.0,2,0,51.4792,1
1260,3rd,male,24.0,2,0,24.15,0
39,1st,male,43.0,1,0,27.7208,1
180,3rd,female,6.0,4,2,31.275,0
1290,2nd,female,2.0,1,1,26.0,1
998,1st,male,,0,0,27.7208,0
1170,3rd,female,24.0,0,2,16.7,1
323,3rd,female,,0,0,7.75,1
1230,1st,female,36.0,1,2,120.0,1
454,1st,female,29.0,0,0,221.7792,1
1180,3rd,male,22.0,0,0,7.25,0
56,3rd,female,,0,0,7.8792,0
1044,2nd,male,17.0,0,0,73.5,0
1070,1st,female,17.0,1,0,57.0,1
1042,3rd,female,,3,1,25.4667,0
853,3rd,male,,0,0,15.5,0
64,3rd,male,18.0,1,0,14.4542,0
769,2nd,male,35.0,0,0,12.35,0
218,2nd,female,29.0,1,0,26.0,1
174,1st,male,45.0,0,0,26.55,1
555,1st,male,47.0,0,0,34.0208,0
587,3rd,male,,0,0,7.2292,0
1173,1st,male,25.0,0,0,26.0,0
815,3rd,male,22.0,0,0,7.2292,0
607,3rd,male,,0,0,7.8958,0
453,3rd,male,,0,0,8.05,0
1048,3rd,male,28.5,0,0,16.1,0
711,3rd,male,,0,0,7.8958,0
685,2nd,male,21.0,0,0,13.0,0
1050,2nd,male,19.0,0,0,10.5,1
1258,2nd,female,24.0,2,1,27.0,1
817,1st,female,64.0,1,1,26.55,1
84,3rd,female,18.0,0,0,6.75,0
899,3rd,male,,0,0,7.25,0
923,3rd,female,,1,0,15.5,1
1282,3rd,female,,8,2,69.55,0
841,3rd,female,,0,0,7.6292,0
1137,1st,male,41.0,0,0,30.5,0
263,3rd,male,,0,0,7.2292,0
264,2nd,male,43.0,1,1,26.25,0
327,2nd,male,44.0,0,0,13.0,0
1222,1st,male,29.0,0,0,30.0,0
870,2nd,male,60.0,1,1,39.0,0
1195,2nd,male,18.5,0,0,13.0,0
733,1st,male,31.0,1,0,52.0,0
1244,1st,male,30.0,0,0,27.75,0
1275,3rd,male,,0,0,7.8958,0
145,1st,female,50.0,0,0,28.7125,0
1206,3rd,male,,0,0,7.55,0
355,1st,male,35.0,0,0,512.3292,1
1084,1st,male,57.0,1,1,164.8667,0
761,3rd,male,,0,0,7.55,0
722,3rd,female,5.0,2,1,19.2583,1
773,1st,male,49.0,1,0,56.9292,1
810,1st,male,60.0,0,0,26.55,0
1025,3rd,male,,0,0,7.0,0
235,3rd,male,24.0,0,0,7.775,0
842,3rd,male,35.0,0,0,7.05,0
200,3rd,male,,0,0,7.8958,0
584,1st,male,58.0,0,2,113.275,0
397,1st,male,36.0,0,0,26.2875,1
725,3rd,female,22.0,2,0,8.6625,0
1102,3rd,female,37.0,0,0,9.5875,0
473,3rd,female,,0,2,22.3583,1
795,3rd,male,12.0,1,0,11.2417,1
324,3rd,male,51.0,0,0,7.75,0
926,3rd,male,18.0,0,0,7.775,0
705,1st,female,33.0,1,0,53.1,1
901,3rd,male,,1,0,7.75,0
77,2nd,male,19.0,0,0,10.5,0
289,3rd,male,,0,0,7.225,0
530,1st,female,18.0,2,2,262.375,1
262,1st,female,,1,0,133.65,1
395,3rd,male,,0,0,56.4958,1
632,1st,male,,0,0,29.7,1
1021,1st,female,,1,0,51.8625,1
554,2nd,female,27.0,0,0,10.5,1
47,3rd,male,18.0,0,0,7.7958,0
44,3rd,male,23.0,0,0,7.7958,1
112,1st,male,54.0,1,0,55.4417,1
917,3rd,female,,0,0,7.75,1
813,3rd,male,20.0,1,1,15.7417,1
1061,2nd,male,0.8333,0,2,29.0,1
678,1st,male,11.0,1,2,120.0,1
726,3rd,male,,1,1,15.2458,1
1245,2nd,female,1.0,1,2,41.5792,1
1116,3rd,female,18.0,0,1,9.35,1
541,1st,female,18.0,1,0,53.1,1
885,1st,female,27.0,1,1,247.5208,1
275,2nd,female,60.0,1,0,26.0,0
469,3rd,male,32.5,0,0,9.5,0
1167,3rd,male,43.0,0,0,6.45,0
52,2nd,male,62.0,0,0,9.6875,0
878,2nd,female,7.0,0,2,26.25,1
40,1st,male,61.0,0,0,33.5,0
1177,3rd,female,21.0,0,0,8.6625,0
132,2nd,female,14.0,1,0,30.0708,1
762,2nd,male,32.0,1,0,26.0,1
621,1st,male,46.0,0,0,79.2,0
905,1st,male,,0,0,50.0,0
970,2nd,male,28.0,0,0,10.5,0
81,1st,female,48.0,1,0,39.6,1
818,1st,male,45.0,1,0,83.475,0
1157,3rd,female,27.0,0,0,7.925,1
727,3rd,male,,0,0,7.2292,0
628,3rd,male,21.0,0,0,7.8208,1
502,3rd,female,14.0,0,0,7.8542,0
178,1st,male,62.0,0,0,26.55,0
889,3rd,female,22.0,0,0,39.6875,0
124,3rd,male,25.0,0,0,7.05,0
891,3rd,female,2.0,3,2,27.9,0
1055,3rd,male,33.0,0,0,8.6542,0
1307,1st,female,39.0,1,0,55.9,1
195,3rd,male,19.0,0,0,10.1708,0
412,3rd,male,,0,0,24.15,0
320,3rd,male,21.0,0,0,7.225,0
317,2nd,male,30.0,0,0,12.7375,1
371,3rd,male,,0,0,8.7125,0
270,1st,male,47.0,1,0,227.525,0
786,1st,male,,0,0,42.4,0
1111,2nd,female,24.0,0,2,14.5,1
343,3rd,male,,0,0,7.55,0
914,3rd,male,25.0,0,0,7.925,0
62,3rd,male,21.0,0,0,7.7958,1
1295,2nd,male,32.0,2,0,73.5,0
942,3rd,female,1.0,1,1,11.1333,1
1078,3rd,female,31.0,0,0,8.6833,1
221,3rd,female,22.0,1,1,12.2875,1
82,1st,male,,0,0,25.925,0
976,2nd,male,18.0,0,0,10.5,0
1226,1st,male,55.0,0,0,30.5,0
220,1st,male,30.0,1,0,57.75,1
354,2nd,female,20.0,2,1,23.0,1
368,3rd,male,4.0,3,2,27.9,0
751,3rd,male,,0,0,7.75,0
340,2nd,male,42.0,0,0,13.0,0
1002,3rd,male,6.0,1,1,15.2458,0
745,3rd,male,,0,0,56.4958,1
491,3rd,female,,0,0,7.8792,1
1103,1st,female,18.0,0,2,79.65,1
33,3rd,female,27.0,1,0,7.925,0
392,1st,male,60.0,1,1,79.2,1
729,2nd,female,24.0,1,1,37.0042,1
418,2nd,male,1.0,2,1,39.0,1
809,2nd,male,20.0,0,0,13.8625,1
1106,3rd,male,7.0,1,1,15.2458,1
293,3rd,male,,0,0,7.2292,0
674,3rd,male,,0,0,7.225,0
992,3rd,male,,0,0,7.8958,0
434,1st,male,47.0,0,0,38.5,0
603,3rd,male,1.0,5,2,46.9,0
41,3rd,male,,0,0,7.8958,0
496,3rd,male,32.0,0,0,8.3625,0
255,3rd,female,18.0,0,1,14.4542,0
206,3rd,male,19.0,0,0,7.8958,0
1162,2nd,male,14.0,0,0,65.0,0
1149,1st,male,64.0,1,4,263.0,0
1196,2nd,male,37.0,1,0,26.0,0
690,3rd,male,20.5,0,0,7.25,0
1286,1st,male,31.0,0,0,28.5375,1
384,1st,male,37.0,0,1,29.7,0
1053,3rd,female,15.0,1,0,14.4542,1
377,1st,female,26.0,1,0,136.7792,1
645,3rd,male,25.0,0,0,7.65,1
613,2nd,female,4.0,2,1,39.0,1
253,3rd,male,21.0,1,0,6.4958,0
1140,2nd,male,25.0,0,0,10.5,0
122,3rd,male,28.0,2,0,7.925,0
1187,3rd,male,,0,0,8.05,0
410,3rd,male,,0,0,7.8958,0
332,3rd,female,,1,1,22.3583,1
911,1st,male,30.0,0,0,26.0,0
593,3rd,male,2.0,4,1,29.125,0
380,2nd,female,30.0,3,0,21.0,1
1238,3rd,male,,1,2,23.45,0
1297,1st,female,15.0,0,1,211.3375,1
115,3rd,male,33.0,0,0,7.8542,0
13,2nd,male,23.0,0,0,10.5,0
980,3rd,female,15.0,0,0,7.225,1
433,3rd,male,23.5,0,0,7.2292,0
910,1st,male,6.0,0,2,134.5,1
610,2nd,male,16.0,0,0,26.0,0
1171,3rd,male,,0,0,8.05,0
290,2nd,male,34.0,0,0,13.0,0
637,2nd,male,30.0,0,0,13.0,0
1246,2nd,female,36.0,0,0,13.0,1
1051,3rd,male,,0,0,14.4583,0
375,3rd,male,,0,0,7.8958,0
1200,3rd,female,43.0,1,6,46.9,0
669,1st,female,50.0,0,1,247.5208,1
789,2nd,male,43.0,0,1,21.0,0
170,1st,female,36.0,0,0,135.6333,1
969,1st,female,54.0,1,0,59.4,1
909,3rd,male,22.0,0,0,8.05,0
641,2nd,male,39.0,0,0,13.0,0
754,3rd,female,,0,0,7.7333,1
45,3rd,male,22.0,0,0,7.125,0
894,3rd,female,32.0,1,1,15.5,0
167,3rd,male,29.0,0,0,7.925,0
605,3rd,male,2.0,4,1,39.6875,0
1068,1st,male,27.0,0,0,30.5,1
1150,1st,female,35.0,1,0,83.475,1
301,3rd,male,,0,0,8.05,0
999,2nd,male,,0,0,0.0,0
907,3rd,male,21.0,0,0,7.8958,0
696,3rd,female,35.0,1,1,20.25,1
456,3rd,female,17.0,0,0,7.7333,0
197,3rd,male,32.0,0,0,7.8542,1
1117,1st,female,45.0,1,0,52.5542,1
481,3rd,male,19.0,0,0,8.1583,0
441,3rd,female,25.0,1,0,7.925,0
261,1st,male,27.0,1,0,136.7792,0
962,3rd,male,25.0,1,0,7.775,1
508,1st,female,,1,0,82.1708,1
1284,2nd,male,36.0,0,0,13.0,0
599,1st,male,,0,0,26.55,0
91,2nd,male,,0,0,0.0,0
266,3rd,female,0.1667,1,2,20.575,1
659,3rd,male,20.0,0,0,8.6625,0
1205,2nd,female,42.0,1,0,26.0,1
750,2nd,female,28.0,1,0,26.0,1
1159,3rd,male,26.0,0,0,7.8958,0
276,1st,male,39.0,0,0,29.7,0
822,3rd,male,41.0,2,0,14.1083,0
152,3rd,male,31.0,3,0,18.0,0
757,3rd,female,,0,2,7.75,0
226,3rd,male,18.0,0,0,7.75,0
370,1st,female,29.0,0,0,211.3375,1
1134,1st,male,0.9167,1,2,151.55,1
1087,3rd,male,,8,2,69.55,0
1001,3rd,male,,0,0,7.2292,0
752,1st,female,44.0,0,1,57.9792,1
8,2nd,male,30.0,0,0,13.0,0
521,3rd,female,,0,0,7.7792,1
775,2nd,male,16.0,0,0,10.5,0
25,3rd,female,47.0,1,0,7.0,1
96,1st,female,54.0,1,0,78.2667,1
566,3rd,male,,1,0,15.5,0
958,1st,male,,0,0,35.0,0
898,3rd,male,,0,0,15.1,0
1074,1st,male,27.0,0,0,76.7292,1
658,3rd,female,22.0,0,0,7.25,1
1188,1st,male,44.0,2,0,90.0,0
739,3rd,male,11.0,5,2,46.9,0
501,3rd,male,,0,0,7.75,0
558,3rd,male,,0,0,7.75,0
1096,1st,male,54.0,0,0,51.8625,0
213,3rd,female,,0,0,7.75,0
681,3rd,male,35.0,0,0,7.8958,0
821,3rd,male,25.0,0,0,0.0,1
1214,3rd,male,16.0,1,1,20.25,0
772,2nd,male,,0,0,0.0,0
1269,1st,female,,0,0,110.8833,1
1261,3rd,male,32.0,1,0,15.85,0
639,1st,female,51.0,1,0,77.9583,1
699,3rd,female,,0,0,7.8792,1
856,3rd,male,47.0,0,0,7.25,0
381,1st,male,42.0,0,0,26.55,0
1113,2nd,male,22.0,0,0,10.5,1
1056,3rd,male,21.0,0,0,7.25,0
883,3rd,female,,8,2,69.55,0
602,3rd,male,,0,0,7.8958,0
435,1st,male,36.0,1,0,78.85,0
1069,2nd,male,24.0,2,0,73.5,0
1034,3rd,female,13.0,0,0,7.2292,1
600,2nd,male,41.0,0,0,13.0,0
492,3rd,male,21.0,0,0,7.7333,0
561,3rd,male,0.8333,0,1,9.35,1
831,2nd,female,13.0,0,1,19.5,1
374,2nd,male,38.0,1,0,21.0,0
697,3rd,male,,0,0,7.225,0
217,3rd,female,,0,0,7.8292,1
816,1st,male,,0,0,26.55,0
1104,2nd,male,27.0,0,0,15.0333,0
459,1st,female,,1,0,89.1042,1
591,3rd,male,24.0,0,0,8.05,0
1128,3rd,female,24.0,0,0,8.85,0
88,1st,male,35.0,0,0,26.55,1
296,3rd,male,24.0,0,0,8.6625,0
1093,2nd,male,32.5,1,0,30.0708,0
1263,3rd,male,,1,0,16.1,0
864,3rd,male,,0,0,7.75,0
946,3rd,male,,2,0,21.6792,0
2,3rd,female,15.0,0,0,8.0292,1
1247,3rd,female,,0,0,14.5,0
1114,3rd,male,20.0,0,0,4.0125,0
862,1st,female,39.0,1,1,79.65,1
835,3rd,male,18.5,0,0,7.2292,0
812,3rd,male,44.0,0,0,8.05,0
